Date,Time,PM2.5,Status
2021-01-14,01:00:00,11.038,V ugm-3 (Ref.eq)
2021-01-14,02:00:00,8.019,V ugm-3 (Ref.eq)
2021-01-14,03:00:00,7.854,V ugm-3 (Ref.eq)
2021-01-14,04:00:00,9.292,V ugm-3 (Ref.eq)
2021-01-14,05:00:00,10.542,V ugm-3 (Ref.eq)
2021-01-14,06:00:00,9.057,V ugm-3 (Ref.eq)
2021-01-14,07:00:00,7.193,V ugm-3 (Ref.eq)
2021-01-14,08:00:00,4.245,V ugm-3 (Ref.eq)
2021-01-14,09:00:00,3.019,V ugm-3 (Ref.eq)
2021-01-14,10:00:00,3.514,V ugm-3 (Ref.eq)
2021-01-14,11:00:00,4.528,V ugm-3 (Ref.eq)
2021-01-14,12:00:00,4.198,V ugm-3 (Ref.eq)
2021-01-14,13:00:00,3.75,V ugm-3 (Ref.eq)
2021-01-14,14:00:00,3.939,V ugm-3 (Ref.eq)
2021-01-14,15:00:00,4.057,V ugm-3 (Ref.eq)
2021-01-14,16:00:00,4.245,V ugm-3 (Ref.eq)
2021-01-14,17:00:00,4.269,V ugm-3 (Ref.eq)
2021-01-14,18:00:00,6.061,V ugm-3 (Ref.eq)
2021-01-14,19:00:00,8.208,V ugm-3 (Ref.eq)
2021-01-14,20:00:00,9.08,V ugm-3 (Ref.eq)
2021-01-14,21:00:00,10.259,V ugm-3 (Ref.eq)
2021-01-14,22:00:00,8.797,V ugm-3 (Ref.eq)
2021-01-14,23:00:00,9.057,V ugm-3 (Ref.eq)
2021-01-14,24:00:00,8.774,V ugm-3 (Ref.eq)
2021-01-15,01:00:00,9.269,V ugm-3 (Ref.eq)
2021-01-15,02:00:00,8.986,V ugm-3 (Ref.eq)
2021-01-15,03:00:00,9.009,V ugm-3 (Ref.eq)
2021-01-15,04:00:00,9.788,V ugm-3 (Ref.eq)
2021-01-15,05:00:00,9.528,V ugm-3 (Ref.eq)
2021-01-15,06:00:00,11.179,V ugm-3 (Ref.eq)
2021-01-15,07:00:00,10.33,V ugm-3 (Ref.eq)
2021-01-15,08:00:00,12.335,V ugm-3 (Ref.eq)
2021-01-15,09:00:00,13.278,V ugm-3 (Ref.eq)
2021-01-15,10:00:00,16.368,V ugm-3 (Ref.eq)
2021-01-15,11:00:00,20.731,V ugm-3 (Ref.eq)
2021-01-15,12:00:00,17.288,V ugm-3 (Ref.eq)
2021-01-15,13:00:00,17.642,V ugm-3 (Ref.eq)
2021-01-15,14:00:00,17.618,V ugm-3 (Ref.eq)
2021-01-15,15:00:00,17.052,V ugm-3 (Ref.eq)
2021-01-15,16:00:00,17.335,V ugm-3 (Ref.eq)
2021-01-15,17:00:00,17.193,V ugm-3 (Ref.eq)
2021-01-15,18:00:00,20.024,V ugm-3 (Ref.eq)
2021-01-15,19:00:00,28.585,V ugm-3 (Ref.eq)
2021-01-15,20:00:00,32.712,V ugm-3 (Ref.eq)
2021-01-15,21:00:00,25.047,V ugm-3 (Ref.eq)
2021-01-15,22:00:00,20.33,V ugm-3 (Ref.eq)
2021-01-15,23:00:00,20.33,V ugm-3 (Ref.eq)
2021-01-15,24:00:00,19.057,V ugm-3 (Ref.eq)
2021-01-16,01:00:00,18.797,V ugm-3 (Ref.eq)
2021-01-16,02:00:00,18.986,V ugm-3 (Ref.eq)
2021-01-16,03:00:00,16.793,V ugm-3 (Ref.eq)
2021-01-16,04:00:00,11.84,V ugm-3 (Ref.eq)
2021-01-16,05:00:00,6.109,V ugm-3 (Ref.eq)
2021-01-16,06:00:00,5.118,V ugm-3 (Ref.eq)
2021-01-16,07:00:00,5.165,V ugm-3 (Ref.eq)
2021-01-16,08:00:00,5.425,V ugm-3 (Ref.eq)
2021-01-16,09:00:00,6.392,V ugm-3 (Ref.eq)
2021-01-16,10:00:00,4.575,V ugm-3 (Ref.eq)
2021-01-16,11:00:00,4.764,V ugm-3 (Ref.eq)
2021-01-16,12:00:00,3.514,V ugm-3 (Ref.eq)
2021-01-16,13:00:00,3.632,V ugm-3 (Ref.eq)
2021-01-16,14:00:00,4.387,V ugm-3 (Ref.eq)
2021-01-16,15:00:00,4.67,V ugm-3 (Ref.eq)
2021-01-16,16:00:00,5.425,V ugm-3 (Ref.eq)
2021-01-16,17:00:00,5.66,V ugm-3 (Ref.eq)
2021-01-16,18:00:00,6.321,V ugm-3 (Ref.eq)
2021-01-16,19:00:00,7.901,V ugm-3 (Ref.eq)
2021-01-16,20:00:00,7.712,V ugm-3 (Ref.eq)
2021-01-16,21:00:00,8.656,V ugm-3 (Ref.eq)
2021-01-16,22:00:00,9.08,V ugm-3 (Ref.eq)
2021-01-16,23:00:00,8.726,V ugm-3 (Ref.eq)
2021-01-16,24:00:00,8.538,V ugm-3 (Ref.eq)
2021-01-17,01:00:00,7.547,V ugm-3 (Ref.eq)
2021-01-17,02:00:00,7.642,V ugm-3 (Ref.eq)
2021-01-17,03:00:00,6.981,V ugm-3 (Ref.eq)
2021-01-17,04:00:00,4.458,V ugm-3 (Ref.eq)
2021-01-17,05:00:00,1.769,V ugm-3 (Ref.eq)
2021-01-17,06:00:00,2.476,V ugm-3 (Ref.eq)
2021-01-17,07:00:00,2.807,V ugm-3 (Ref.eq)
2021-01-17,08:00:00,3.349,V ugm-3 (Ref.eq)
2021-01-17,09:00:00,3.632,V ugm-3 (Ref.eq)
2021-01-17,10:00:00,4.151,V ugm-3 (Ref.eq)
2021-01-17,11:00:00,4.009,V ugm-3 (Ref.eq)
2021-01-17,12:00:00,4.222,V ugm-3 (Ref.eq)
2021-01-17,13:00:00,4.717,V ugm-3 (Ref.eq)
2021-01-17,14:00:00,5.519,V ugm-3 (Ref.eq)
2021-01-17,15:00:00,7.005,V ugm-3 (Ref.eq)
2021-01-17,16:00:00,7.028,V ugm-3 (Ref.eq)
2021-01-17,17:00:00,7.359,V ugm-3 (Ref.eq)
2021-01-17,18:00:00,8.538,V ugm-3 (Ref.eq)
2021-01-17,19:00:00,8.797,V ugm-3 (Ref.eq)
2021-01-17,20:00:00,8.231,V ugm-3 (Ref.eq)
2021-01-17,21:00:00,7.925,V ugm-3 (Ref.eq)
2021-01-17,22:00:00,6.698,V ugm-3 (Ref.eq)
2021-01-17,23:00:00,5.92,V ugm-3 (Ref.eq)
2021-01-17,24:00:00,5.142,V ugm-3 (Ref.eq)
2021-01-18,01:00:00,4.505,V ugm-3 (Ref.eq)
2021-01-18,02:00:00,4.222,V ugm-3 (Ref.eq)
2021-01-18,03:00:00,4.458,V ugm-3 (Ref.eq)
2021-01-18,04:00:00,4.811,V ugm-3 (Ref.eq)
2021-01-18,05:00:00,4.623,V ugm-3 (Ref.eq)
2021-01-18,06:00:00,4.245,V ugm-3 (Ref.eq)
2021-01-18,07:00:00,3.656,V ugm-3 (Ref.eq)
2021-01-18,08:00:00,3.892,V ugm-3 (Ref.eq)
2021-01-18,09:00:00,3.349,V ugm-3 (Ref.eq)
2021-01-18,10:00:00,3.019,V ugm-3 (Ref.eq)
2021-01-18,11:00:00,3.019,V ugm-3 (Ref.eq)
2021-01-18,12:00:00,3.325,V ugm-3 (Ref.eq)
2021-01-18,13:00:00,4.528,V ugm-3 (Ref.eq)
