horizon,n,MAE,RMSE,sMAPE,R2,Bias,variant,station_id,seed
1,11065,4.362636603295833,6.553758993046284,39.99014913561971,0.3558806209918425,-0.6122161658282724,robust_rolling_hybrid,MY1,0
6,11065,4.852718085841149,7.295466789708148,43.56969974352184,0.2021009312874506,-0.3935166126765552,robust_rolling_hybrid,MY1,0
12,11065,5.087299116368174,7.588500212635285,45.3693098841035,0.1357247747511808,-0.1832826380196464,robust_rolling_hybrid,MY1,0
24,11065,5.318901490753285,8.042209543828537,46.51715648358265,0.0268836519560483,-0.2210449505307664,robust_rolling_hybrid,MY1,0
48,11065,5.366570007639988,8.084293943247113,47.238276640513945,0.0168555334196369,-0.3197998874961541,robust_rolling_hybrid,MY1,0
1,11065,4.399266900308683,6.577465029641022,40.37092330867344,0.3512124194973837,-0.5328244730419451,gated_static_hybrid,MY1,0
6,11065,4.928698399798449,7.306627343069744,44.26907448261477,0.1996578233165362,-0.0096486376606389,gated_static_hybrid,MY1,0
12,11065,5.250986098960358,7.632223725833186,46.86248127332087,0.1257364990322422,0.4242751993235559,gated_static_hybrid,MY1,0
24,11065,5.407372366796508,8.012773893845212,47.442951936591136,0.0339941085776152,0.2846435733941471,gated_static_hybrid,MY1,0
48,11065,5.492450999324806,8.082545071298657,48.42991834538669,0.0172808538775719,0.2635425376935184,gated_static_hybrid,MY1,0
1,11065,4.096197583389347,5.677093046341627,40.66170181838409,0.5166770063498023,-0.6146915508431652,ungated_static_hybrid,MY1,0
6,11065,5.080028997087608,7.211013225312687,47.100129692090384,0.220467237315016,-0.4643416838063086,ungated_static_hybrid,MY1,0
12,11065,5.702374027605462,7.976272273417427,50.68547657113048,0.0451391144674326,0.7470175043441998,ungated_static_hybrid,MY1,0
24,11065,7.106866169511814,9.236279511234663,59.13973019894051,-0.2835362353054014,2.9128943603797244,ungated_static_hybrid,MY1,0
48,11065,5.998312853880721,8.483493806725441,53.05594446852306,-0.0826364419122418,0.5860126035303969,ungated_static_hybrid,MY1,0
1,11065,4.747712923957383,7.224630817482288,42.43007560220763,0.2172614005312211,-0.505535443921031,timemixer_base,MY1,0
6,11065,4.990142715971124,7.408185085276415,44.60968997387911,0.1772546490946909,0.0408728110186934,timemixer_base,MY1,0
12,11065,5.229771060979695,7.675359319271052,46.46873304037036,0.1158262957243168,0.3166944331165034,timemixer_base,MY1,0
24,11065,5.350920368132416,8.048374644565548,46.83780349021352,0.0253911119232809,-0.0073842915080544,timemixer_base,MY1,0
48,11065,5.454539318422468,8.105945185635736,47.96347850678967,0.0115823942606295,0.1560525153133592,timemixer_base,MY1,0
1,11065,3.749129998565421,5.453894531016063,36.1799472029865,0.5539342251020721,-0.2789050323899601,no_embedding,MY1,0
6,11065,4.924003378144767,7.3007543751093555,44.288204403873245,0.2009439146109081,-0.063859338319738,no_embedding,MY1,0
12,11065,5.229771060979695,7.675359319271052,46.46873304037036,0.1158262957243168,0.3166944331165034,no_embedding,MY1,0
