,,,,,MAE,MAE,RMSE,RMSE,sMAPE,sMAPE,R2,R2
,,,,,mean,std,mean,std,mean,std,mean,std
station_id,station_name,site_type,model,horizon,,,,,,,,
BIR_A4540,Birmingham A4540,Urban Traffic,lstm,12,3.607429982153363,0.026162502752121234,5.698789762081735,0.0574387659326676,42.18767693336042,0.34621021652928985,0.34241797734704155,0.013311685103612391
BIR_A4540,Birmingham A4540,Urban Traffic,lstm,24,3.9997293215916243,0.0391610398611379,6.247184484810697,0.02221009527622682,46.05047451262171,0.47289513075785056,0.2098583853614946,0.005616772477617849
BIR_A4540,Birmingham A4540,Urban Traffic,lstm,48,4.25855219557648,0.01841141361672635,6.687159021763651,0.04533890534113971,49.10116784363528,0.18312755480770634,0.09561308080416123,0.012265052273897745
BIR_A4540,Birmingham A4540,Urban Traffic,persistence,1,1.1615791446959813,0.0,2.163357941846154,0.0,15.093612887592112,0.0,0.9052298101597248,0.0
BIR_A4540,Birmingham A4540,Urban Traffic,persistence,6,3.2574119979146827,0.0,5.175586593991806,0.0,39.963864383110106,0.0,0.45760239238990197,0.0
BIR_A4540,Birmingham A4540,Urban Traffic,persistence,12,4.0314821844189055,0.0,6.333517800739433,0.0,47.8532287131713,0.0,0.18784418569827754,0.0
BIR_A4540,Birmingham A4540,Urban Traffic,persistence,24,4.587366153006243,0.0,7.258923747851346,0.0,51.83608500591347,0.0,-0.066783648621624,0.0
BIR_A4540,Birmingham A4540,Urban Traffic,persistence,48,5.340546375042134,0.0,8.314134239471462,0.0,58.212275861880606,0.0,-0.39794171404523526,0.0
BIR_A4540,Birmingham A4540,Urban Traffic,seasonal_naive,1,4.589352948878742,0.0,7.2592945826853965,0.0,51.856325428783165,0.0,-0.06709682314297982,0.0
BIR_A4540,Birmingham A4540,Urban Traffic,seasonal_naive,6,4.591278476713026,0.0,7.260269872482448,0.0,51.88309669396129,0.0,-0.06734331706704921,0.0
BIR_A4540,Birmingham A4540,Urban Traffic,seasonal_naive,12,4.588722155209725,0.0,7.259239288976512,0.0,51.855039512212194,0.0,-0.0669193500123153,0.0
BIR_A4540,Birmingham A4540,Urban Traffic,seasonal_naive,24,4.587366153006243,0.0,7.258923747851346,0.0,51.83608500591347,0.0,-0.066783648621624,0.0
BIR_A4540,Birmingham A4540,Urban Traffic,seasonal_naive,48,5.340546375042134,0.0,8.314134239471462,0.0,58.212275861880606,0.0,-0.39794171404523526,0.0
BIR_A4540,Birmingham A4540,Urban Traffic,timemixer,1,3.5960995432766296,0.038473125566750276,5.804319674887912,0.054634112448154346,42.003410077525004,0.6254686046245909,0.3177423503040416,0.012833289567101615
BIR_A4540,Birmingham A4540,Urban Traffic,timemixer,6,3.8997233620149245,0.03929433163932718,6.147467980170536,0.08450280198367925,45.47002963041418,0.6129711884761714,0.23465579028981426,0.0209639893342889
BIR_A4540,Birmingham A4540,Urban Traffic,timemixer,12,4.1389686402909955,0.07084190681773557,6.42435608015072,0.12087629088464741,47.940629476543315,0.6539820196388351,0.16414382349066248,0.031431629776911794
BIR_A4540,Birmingham A4540,Urban Traffic,timemixer,24,4.2559410587249165,0.029075561520870728,6.6914364750924005,0.16117430932768934,49.03986207402037,0.3332103876837566,0.09307343268427107,0.043166326850872946
BIR_A4540,Birmingham A4540,Urban Traffic,timemixer,48,4.3158541335540095,0.032709322004639815,6.845509354317242,0.14860794489030577,49.95726873359247,0.4260739758860031,0.051952183598967874,0.0407770693069493
BIR_A4540,Birmingham A4540,Urban Traffic,xgboost,1,1.205409975171953,0.00827920301886758,2.1475469797514095,0.01165834126767414,15.946258599155025,0.10179519685701402,0.9066078074187448,0.0010112688867147618
BIR_A4540,Birmingham A4540,Urban Traffic,xgboost,6,3.2377287246012343,0.005869923835310541,4.885681430745227,0.009594646302085364,39.21568176859283,0.04426329527378163,0.5166627823185712,0.001898388358390437
BIR_A4540,Birmingham A4540,Urban Traffic,xgboost,12,3.897386066730384,0.014385816939670388,5.771097136780148,0.006504028820834703,45.56599519555531,0.1871502760107417,0.3256791681430034,0.0015199251035736537
BIR_A4540,Birmingham A4540,Urban Traffic,xgboost,24,4.265379251336219,0.010882185833073063,6.371612538463533,0.007247922357092378,49.051868034491136,0.13998136643660097,0.17807716251087424,0.0018691338263230747
BIR_A4540,Birmingham A4540,Urban Traffic,xgboost,48,4.80855724304471,0.04040797390261453,7.111042491360282,0.06263917491599054,53.91811355049581,0.29885901348804234,-0.022700586500037014,0.018014569555042256
CHB,Chilbolton,Rural Background,dlinear,1,1.0326987480296643,0.013445682474624184,1.8864161833924467,0.010096761289486817,16.883982064962986,0.37200187369750887,0.9104402959895651,0.0009600821529470746
CHB,Chilbolton,Rural Background,dlinear,6,2.6157763988623057,0.028722176772265857,4.170160873009408,0.03730029122396994,38.178665415787094,0.5090364960824625,0.5623770299079348,0.007864210337016606
CHB,Chilbolton,Rural Background,dlinear,12,3.114421600283949,0.021059032991196963,4.954787325808786,0.01313329231171476,43.85040812223089,0.3472351893620101,0.38225746920727116,0.003271326130817528
CHB,Chilbolton,Rural Background,dlinear,24,3.511059016156827,0.01655153561291933,5.49266229120355,0.0065804816023700054,48.65076261926852,0.31886867774090083,0.24107070719995954,0.001817122750349858
CHB,Chilbolton,Rural Background,dlinear,48,3.7849452630928426,0.007568575376614108,5.919532285984376,0.028183083442039864,52.242395486625,0.12485874909124825,0.11933401907230021,0.008371615121508885
CHB,Chilbolton,Rural Background,hybrid,1,1.7072096349674577,0.04948288739662212,2.8733281221297977,0.09249835605475289,26.449241672614143,1.0956190675327662,0.7920504309644842,0.013456898854225038
CHB,Chilbolton,Rural Background,hybrid,6,3.3124066281123823,0.07228382899256709,5.2359385363969055,0.05355635444299821,45.578113575598515,0.7407454567964211,0.31009050260019133,0.014102386253264416
