horizon,n,MAE,RMSE,sMAPE,R2,Bias,model,station_id,station_name,site_type,seed,epochs,train_start
1,11065,4.946932028040754,6.728797003803575,46.01949640348345,0.32101483526421504,0.09040050058142933,hybrid_static,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history
6,11065,5.31300533208651,7.689519459749498,48.146813991415165,0.11357868783523883,-0.5148974658486211,hybrid_static,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history
12,11065,5.792146066338888,8.140616425253166,51.52007009096181,0.005385591331518724,0.49723803474253464,hybrid_static,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history
24,11065,5.683416494434902,8.261522103601182,50.65226700209982,-0.02691414873342146,-0.3046788855181848,hybrid_static,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history
48,11065,5.978304089001816,8.602274191907027,52.50966846823116,-0.11316542803396201,-0.3617460420672515,hybrid_static,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history
1,11065,4.702264303913457,6.523497349952222,44.07728276054095,0.3618152636516182,-0.26389877295443315,hybrid,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history
6,11065,5.150329749900837,7.559936545440406,46.751803893610855,0.14320270037404426,-0.7872803403975579,hybrid,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history
12,11065,5.364088284325162,7.812680871986368,48.277312997663536,0.08390538047841567,-0.23318628902150862,hybrid,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history
24,11065,5.430770275725097,8.03701953052309,48.45022319221015,0.028139241507430968,-0.633445079000279,hybrid,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history
48,11065,5.73090730392065,8.420528252247406,50.49058716533671,-0.06662515535822311,-0.6125917990106768,hybrid,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history
1,11065,2.9813827383184237,4.388762539797326,31.752749228943372,0.7111518442621014,-0.0017171259250675377,persistence,MY1,London Marylebone Road,Urban Traffic,4,30,station_available_history
6,11065,4.778400361404161,6.8279009554679835,46.95545939180634,0.3010981116227509,0.007591504892826726,persistence,MY1,London Marylebone Road,Urban Traffic,4,30,station_available_history
12,11065,5.471336044646975,7.989877708909433,51.295417786074296,0.041878850119470123,0.03262539553900838,persistence,MY1,London Marylebone Road,Urban Traffic,4,30,station_available_history
