horizon,n,MAE,RMSE,sMAPE,R2,Bias,model,station_id,station_name,site_type,seed,epochs,train_start,method_version
48,11065,5.628200268839691,8.213015896173726,49.37634589505451,-0.01470190109388203,0.19107086064586046,xgboost,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
1,11065,2.8795238204822247,4.132329736678927,30.552183635982473,0.7439201721299709,-0.09289864155969305,dlinear,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
6,11065,4.195106024745897,5.968092277326806,40.042334096292905,0.4660349306381597,-0.36172365392703465,dlinear,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
12,11065,4.618307442948983,6.751760819480123,42.51034265907521,0.31581387788376025,-0.6100502617721153,dlinear,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
24,11065,4.927828725384631,7.262273144406337,44.63610621699491,0.20647766005462653,-0.735506614798935,dlinear,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
48,11065,5.195309518073621,7.823263250783042,47.01677443130602,0.07931930681065347,-1.0076034490549344,dlinear,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
1,11065,3.015982521229398,4.33448905294643,31.110918851800317,0.7182517331933191,-0.22912578507618186,lstm,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
6,11065,4.1075031615116995,5.905745845036737,39.005299670108016,0.4771329254860327,-0.03895756348570278,lstm,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
12,11065,4.629376000683069,6.602564301165029,42.70106372908483,0.34571729346082747,0.15859708947344597,lstm,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
24,11065,4.9086079617485,7.0440117147070085,44.527111181814576,0.25345818478912385,0.047331260694834745,lstm,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
48,11065,5.208849953223395,7.534105691937063,46.80582850848903,0.1461205453573564,-0.2390815353722148,lstm,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
1,11065,4.728187152736606,6.988905060449088,42.92370810752932,0.26750660310120444,0.018963248275600836,timemixer,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
6,11065,4.901454471989664,7.243097806367096,44.281370479353114,0.2135149206066359,-0.25856520684930034,timemixer,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
12,11065,5.000819998112298,7.501508238795328,45.01751069753877,0.15542670743075981,-0.7845966432437173,timemixer,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
24,11065,5.186422388808413,7.6596732373189935,46.48993616276014,0.11725658770813985,-0.2764984532308643,timemixer,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
48,11065,5.229434352493696,7.779089160422106,47.129309499509816,0.08968720790566675,-0.5834509238284258,timemixer,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
1,11065,3.8441766716186354,5.255147239083507,38.251745013563365,0.5858523422641809,0.2557221530009544,hybrid_static,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
