horizon,mean_diff,ci_low,ci_high,station_id,seed
48,0.04509951582768004,0.0048827363194057505,0.08977343587103857,HP1,3
1,-1.703207643997083,-1.9364226102597166,-1.5117806067687103,HP1,4
6,-0.01096774975437063,-0.05258137378147177,0.021980687153350862,HP1,4
12,-0.016891549860267405,-0.05635054837902997,0.021761481336733793,HP1,4
24,-0.25799409533177514,-0.32054264446555125,-0.19891472134668356,HP1,4
48,-0.00291236487040813,-0.049939631881703424,0.04787202422058667,HP1,4
1,-1.5792526190738723,-1.7370856831024313,-1.4417251907875608,CHB,0
6,-0.0553764583516393,-0.08923324356875101,-0.024806556807571333,CHB,0
12,-0.0572720527531737,-0.09114647558415637,-0.020070624451091434,CHB,0
24,0.0023588853336114182,-0.03786960936696242,0.043366846131047916,CHB,0
48,0.03481479326944802,-0.0113135413016043,0.07761232197253858,CHB,0
1,-1.580500312218071,-1.7468464878177146,-1.4247649356073318,CHB,1
6,-0.06213770316459194,-0.0931195856381649,-0.03128074066391499,CHB,1
12,-0.050358742060002924,-0.08343838933275333,-0.020148536641121456,CHB,1
24,-0.05631980805518023,-0.09442362147398156,-0.016996734818868858,CHB,1
48,0.010716239669148973,-0.03687339248236451,0.05585416799321708,CHB,1
1,-1.482900926130284,-1.6564422075052403,-1.3043851981827008,CHB,2
6,-0.06826688459824339,-0.12380856654305264,-0.014707095360432267,CHB,2
12,-0.06378795290409056,-0.12034602160104678,-0.011935362693763153,CHB,2
24,-0.14213751340364394,-0.20862077886152283,-0.07123880526185847,CHB,2
48,-0.125278412941067,-0.19122162096339432,-0.054496252396038135,CHB,2
1,-1.540257012532716,-1.6889869804924695,-1.3894439062897364,CHB,3
6,-0.06593336773728425,-0.10893339297365644,-0.025451999025260026,CHB,3
12,0.0019117535488763877,-0.03790877777274629,0.03918684847757463,CHB,3
24,-0.020301417086982545,-0.06473666564498663,0.024624171657764534,CHB,3
48,0.006852483873390988,-0.04438237543607818,0.057528398703003865,CHB,3
1,-1.5617559214896262,-1.7082324379761864,-1.4128522354784607,CHB,4
6,-0.020532989826186416,-0.04909455592776867,0.011587555771890932,CHB,4
12,-0.003037504145974128,-0.035119598992135063,0.02892807427369639,CHB,4
24,-0.007367046888038241,-0.04656871581976915,0.029787533103594457,CHB,4
48,-0.07186515857875561,-0.11930807324913727,-0.024735059350002017,CHB,4
1,-2.302366374753146,-2.524388025126444,-2.094400518892628,KC1,0
6,-0.35002296129381494,-0.4324512129926423,-0.2656798270067638,KC1,0
