horizon,n,MAE,RMSE,sMAPE,R2,Bias,model,station_id,station_name,site_type,seed,epochs,train_start,method_version
12,11065,4.790104058526298,6.827973020752359,43.68225096942212,0.30028085699097606,0.5206815360602997,xgboost,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
24,11065,5.151882262998612,7.3922267477811765,45.73586931769065,0.17782444710130296,0.514256445883735,xgboost,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
48,11065,5.565566166781538,8.193153225269528,48.2774520211034,-0.009799848365300345,0.44362168891420206,xgboost,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
1,11065,2.929147095123783,4.2319754002756325,31.13184218810009,0.7314212171486114,-0.017324411370772556,dlinear,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
6,11065,4.248042967259695,5.973578143702832,40.3949509668098,0.46505283881679516,0.08923861517983758,dlinear,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
12,11065,4.581693084087514,6.657972937976373,42.07963862531138,0.3346897507689144,-0.15437493311620867,dlinear,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
24,11065,4.911278608636623,7.190484436077666,44.17355493356382,0.22208830538446478,-0.27152964175959493,dlinear,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
48,11065,5.259373267589519,7.636868927420768,47.29675250266441,0.12266830165161469,0.06443152306740282,dlinear,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
1,11065,2.9737561343726777,4.1098913119341995,31.017358730326094,0.7466936330747631,0.3841780814847632,lstm,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
6,11065,4.141049442146356,5.752473321050187,39.693925338489954,0.5039208035351523,0.5880397733040003,lstm,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
12,11065,4.564071635899908,6.531429002481256,42.26128603359009,0.3597396857460685,0.24400437878797457,lstm,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
24,11065,4.86880347464508,7.113419705569638,44.017857345690615,0.23867364062345842,-0.009052973856389443,lstm,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
48,11065,5.096003259728518,7.606611408728597,45.85823149732652,0.12960656200436438,-0.4996436221886155,lstm,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
1,11065,4.8845133248115635,7.100147556293979,44.63346359599693,0.24400281043398475,-0.10083417563054878,timemixer,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
6,11065,5.179338914085932,7.495525906273409,46.46852950279707,0.15774032656125658,0.1170536885232447,timemixer,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
12,11065,5.328690640330045,7.9142893730761505,47.57011579988435,0.059921730763866976,-0.3279838149842772,timemixer,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
24,11065,5.443278724509992,8.07560284394493,47.91177088932927,0.01878562093354552,0.14829843922055688,timemixer,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
48,11065,5.3813081163628524,8.257417940463455,47.53274866854914,-0.02570312874444225,-0.5983493499205331,timemixer,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
1,11065,3.9570984436008008,5.536278399744234,38.38489890427962,0.5403563396394457,0.31109674106450086,hybrid_static,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
6,11065,5.067738275580744,7.130046173265709,46.09083803451019,0.23787453476081655,0.39412168774516454,hybrid_static,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
12,11065,5.328690640330045,7.9142893730761505,47.57011579988435,0.059921730763866976,-0.3279838149842772,hybrid_static,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
24,11065,5.460970330122526,8.092974873787586,48.23798094117546,0.01455955387062191,-0.018309106459942975,hybrid_static,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
48,11065,5.283413772229097,8.271780883639515,46.99727536070975,-0.02927444567971005,-1.3259313439143172,hybrid_static,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
1,11065,3.841718604331041,5.488765519481443,37.23663669557462,0.5482118990751823,-0.07144996117264966,hybrid,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
6,11065,4.804429745940443,6.980585105569896,43.84839678904938,0.2694912183168814,-0.1883933610204524,hybrid,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
12,11065,5.148403886554836,7.775577430326435,45.86078311026706,0.09258602460726639,-0.6158988334046877,hybrid,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
24,11065,5.320235504258852,8.073429892319675,46.79443610922947,0.01931359254585141,-0.4262996519072557,hybrid,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
48,11065,5.371738736575459,8.349971533456895,47.43937998833426,-0.04882525674604743,-1.1642030889702222,hybrid,MY1,London Marylebone Road,Urban Traffic,1,30,station_available_history,gated_residual_v2
1,11065,2.9813827383184237,4.388762539797326,31.752749228943372,0.7111518442621014,-0.0017171259250675377,persistence,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
6,11065,4.778400361404161,6.8279009554679835,46.95545939180634,0.3010981116227509,0.007591504892826726,persistence,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
12,11065,5.471336044646975,7.989877708909433,51.295417786074296,0.041878850119470123,0.03262539553900838,persistence,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
24,11065,5.7602801626221325,8.583260177276376,52.68552813127854,-0.10845624248704255,0.05255309549382085,persistence,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
48,11065,6.4935231211144515,9.646922536743785,57.1072552744158,-0.3999442132121813,0.08685042942965457,persistence,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
1,11065,5.7437867148137265,8.56810973258756,52.45292753258271,-0.10091926637902393,-0.049344780692351764,seasonal_naive,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
6,11065,5.747446904601345,8.574967040425506,52.47661103384737,-0.10231751325583116,-0.03185720726261837,seasonal_naive,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
12,11065,5.750248531352363,8.579176499788007,52.53387873594985,-0.10466696859443103,0.003840940048723698,seasonal_naive,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
24,11065,5.7602801626221325,8.583260177276376,52.68552813127854,-0.10845624248704255,0.05255309549382085,seasonal_naive,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
48,11065,6.4935231211144515,9.646922536743785,57.1072552744158,-0.3999442132121813,0.08685042942965457,seasonal_naive,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
1,11065,2.7936930977350114,3.9882928002517795,29.132093849517496,0.7614609412393646,-0.02395621670407512,xgboost,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
6,11065,4.168892456768219,5.8832102244615685,39.61019565455223,0.48111570862478825,0.15658524183735717,xgboost,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
12,11065,4.796904419707972,6.84002416384195,43.71737078268464,0.2978087157114534,0.5178729245175725,xgboost,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
24,11065,5.190751912501728,7.437462213533853,45.97825299262279,0.16773133474738244,0.5494496715672136,xgboost,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
48,11065,5.6433856706488905,8.45099911817907,48.47055162636891,-0.0743585886628082,0.3795712933274238,xgboost,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
1,11065,2.9192352187482684,4.222132185305108,30.94651033403325,0.7326691469971722,-0.02480505718616032,dlinear,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
6,11065,4.1922047299790375,5.942171040555447,40.076452757595085,0.47066320260183825,-0.1200372931890449,dlinear,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
12,11065,4.604492546277945,6.6388004311792725,42.285259543734725,0.33851593017462234,0.03140885393327574,dlinear,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
24,11065,4.925511396343332,7.175662389779272,44.30722999813147,0.225292083758461,-0.12426666541439993,dlinear,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
48,11065,5.281163694303174,7.696417925530696,47.41916034573546,0.10893285246015894,0.11690981250998665,dlinear,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
1,11065,2.9514418758610175,4.131337516265833,30.981729972764555,0.7440431328538656,0.010480294158110724,lstm,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
6,11065,3.9928706467528716,5.713883036835825,38.44479968391601,0.510554341218264,-0.3678795504909374,lstm,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
12,11065,4.432335165553755,6.467414949464988,41.34900199892378,0.3722284715796481,-0.4672109626964159,lstm,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
24,11065,4.87444268946889,7.152281206480734,44.185357655718285,0.23033247617010177,-0.06739709863445094,lstm,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
48,11065,5.120461700491059,7.5923716641111,45.9988178919717,0.13286230323230164,-0.38572442289450243,lstm,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
1,11065,4.56178304003581,6.984563593193669,41.882981562639735,0.2684163617375952,-1.9741659586132245,timemixer,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
6,11065,4.871746556033282,7.559163732521912,44.41971877973073,0.14337786326699586,-2.331996842592591,timemixer,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
12,11065,4.960549644639037,7.726016039303196,45.194115156045676,0.10411683930709081,-2.235991941683981,timemixer,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
24,11065,5.010733846725515,7.693522683550879,45.18952478853768,0.1094373510209602,-1.2653600714107578,timemixer,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
48,11065,5.063444385556037,7.832362186031488,45.69287447255301,0.07717644510445332,-1.298329407181397,timemixer,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
1,11065,3.824132234446445,5.490325893410829,37.15844070143687,0.5479549893652128,-0.7050217254850736,hybrid_static,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
6,11065,4.751074151253396,7.291276871030263,43.519918021274584,0.2030171638731706,-1.957444708635109,hybrid_static,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
12,11065,4.960549644639037,7.726016039303196,45.194115156045676,0.10411683930709081,-2.235991941683981,hybrid_static,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
24,11065,5.037037570388728,7.7228850975119485,45.52894183696955,0.10262669500803612,-1.2352479012800028,hybrid_static,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
48,11065,5.063444385556037,7.832362186031488,45.69287447255301,0.07717644510445332,-1.298329407181397,hybrid_static,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
1,11065,3.7479077279458877,5.417638051202676,36.4148066551749,0.5598452370833573,-0.7593947352318213,hybrid,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
6,11065,4.700563916839069,7.150585126657556,43.10311760712199,0.23347742299627106,-1.6034984767766263,hybrid,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
12,11065,4.924578033190654,7.570253108778588,44.822516137707275,0.1398762035369191,-1.7429579349524147,hybrid,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
